,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
1131,Pine Creek,America, United States,2095,2508,16.0,4.0,7.0,5.0,,1.0,45.0,,,,, 09:30,16:00
1132,Wisp   McHenry (Deep Creek Lake),America, United States,736,950,16.0,5.6,6.1,4.3,,8.0,89.0,,,,, 10:00,16:00
1133,Plattekill,America, United States,696,1014,16.5,4.5,6.0,6.0,,3.0,67.0,,,,, 08:45,16:15
1134,Kissing Bridge,America, United States,378,520,17.8,4.5,4.8,8.5,,8.0,,,,,,,
1135,Eaglecrest   Juneau,America, United States,350,820,17.0,3.4,6.8,6.8,,4.0,59.0,,,,, 09:00,15:00
1136,Snowy Range,America, United States,2678,2945,16.5,4.5,9.0,3.0,,4.0,49.0,,,,, 09:00,16:00
1137,Blue Knob,America, United States,634,960,16.0,5.0,8.0,3.0,,4.0,75.0,,,,, 10:00,21:00
1138,Skiland   Mt. Aurora,America, United States,425,745,17.0,4.0,9.0,4.0,,1.0,40.0,,,,, 10:00,17:00Limited opening times during the week
1139,Boyne Mountain,America, United States,220,372,14.0,4.5,6.0,3.5,,10.0,98.0,,,,, 09:00,16:30
1140,Labrador Mountain,America, United States,360,570,17.0,6.0,6.0,5.0,,4.0,61.0,,, early December,, 09:00,16:30Limited opening times during the week
1141,Hoodoo Ski Area,America, United States,1430,1740,17.0,6.0,8.0,3.0,,5.0,59.0,,,,, 09:00,16:00
1142,Alpental,America, United States,962,1670,9.6,0.5,2.3,6.8,,4.0,,,,,,,
1143,Snow King Mountain   Jackson,America, United States,1900,2380,9.0,3.0,2.5,3.5,,5.0,59.0,,, early December,, 10:00,16:00
1144,Giants Ridge,America, United States,440,560,12.0,4.0,5.0,3.0,,6.0,58.0,,,,, 09:30,16:30
1145,"[""Nub's Nob Ski Area""]",America, United States,280,403,18.9,6.2,9.0,3.7,,11.0,85.0,,,,, 09:00,16:30
1146,Sipapu,America, United States,2500,2825,18.0,3.0,7.0,8.0,,5.0,55.0,,,,, 09:00,16:00
1147,Middlebury College Snow Bowl,America, United States,555,810,15.0,5.0,4.0,6.0,,3.0,60.0,,,,, 08:30,16:00Limited opening times during the week
1148,Pomerelle,America, United States,2358,2640,15.0,4.0,7.0,4.0,,2.0,45.0,,,,, 09:00,16:00Limited opening times during the week
1149,Berkshire East,America, United States,201,561,13.0,6.0,4.0,3.0,,4.0,72.0,,,,, 09:00,16:30
1150,Sleeping Giant,America, United States,2025,2265,17.0,3.0,8.0,6.0,,2.0,46.0,,,,, 09:30,16:00
1151,Catamount,America, United States,280,580,15.0,8.0,4.0,3.0,,5.0,,,,,,,
1152,Beech Mountain,America, United States,1424,1678,14.0,3.0,7.0,4.0,,7.0,,,,,,,
1153,Whitetail,America, United States,261,545,10.2,1.5,5.6,3.1,,6.0,79.0,,,,, 08:30,22:00
1154,Dollar Mountain   Sun Valley,America, United States,1832,2023,9.0,7.0,2.0,0.0,,4.0,139.0,,,,,,
1155,Kelly Canyon,America, United States,1780,2030,12.0,4.0,5.0,3.0,,4.0,42.0,,,,, 09:30,17:00
1156,Mt. Ashland,America, United States,1932,2286,13.0,1.0,7.0,5.0,,4.0,52.0,,,,, 09:00,16:00
1157,Song Mountain,America, United States,400,585,13.0,4.5,6.0,2.5,,5.0,59.0,,,,, 09:30,21:00
1158,Shanty Creek Resorts   Schuss Mountain,America, United States,250,356,12.0,5.0,4.0,3.0,,5.0,73.0,,,,, 09:00,21:00Limited opening times during the week
1159,Jiminy Peak,America, United States,380,724,9.1,4.1,2.0,3.0,,7.0,91.0,,,,, 08:30,22:00Limited opening times during the week
1160,Crotched Mountain,America, United States,362,630,8.0,2.5,4.0,1.5,,4.0,69.0,,,,, 09:00,21:00
1161,Teton Pass,America, United States,1886,2194,15.0,6.0,5.0,4.0,,6.0,50.0,,, late November,, 09:30,16:00
1162,Loup Loup Ski Bowl,America, United States,1240,1620,11.0,3.0,5.0,3.0,,3.0,50.0,,,,, 09:00,15:45Limited opening times during the week
1163,Caberfae Peaks,America, United States,357,467,11.0,4.0,5.0,2.0,,5.0,59.0,,,,, 09:00,21:00
1164,Mt. Kato,America, United States,241,313,12.0,2.5,4.5,5.0,,10.0,46.0,,,,, 09:30,21:00Limited opening times during the week
1165,Bromley Mountain,America, United States,594,1001,,,,,,,91.0,,,,, 08:30,16:00
1166,"[""Devil's Head""]",America, United States,150,303,10.0,3.0,3.5,3.5,,6.0,,,,,,,
1167,Big Powderhorn Mountain,America, United States,350,540,10.0,3.5,3.5,3.0,,10.0,69.0,,,,, 09:00,16:00
1168,Mt. Bohemia,America, United States,190,445,13.0,0.0,3.0,10.0,,2.0,68.0,,, mid December,, 09:30,17:00Limited opening times during the week
1169,Jack Frost Mountain,America, United States,427,610,12.0,6.0,5.5,0.5,,11.0,103.0,,,,, 09:00,21:00
1170,Bear Creek Mountain Resort,America, United States,180,335,10.0,3.0,4.0,3.0,,4.0,60.0,,,,, 09:00,21:00
1171,Tahoe Donner,America, United States,2057,2240,14.0,6.0,8.0,0.0,,2.0,89.0,,, early December,, 09:00,16:00
1172,Suicide Six,America, United States,220,411,10.5,3.5,4.0,3.0,,3.0,75.0,,,,, 09:00,16:00
1173,Whaleback,America, United States,347,543,11.5,5.2,2.8,3.5,,3.0,,,,,,,
1174,Meadowlark Ski Lodge,America, United States,2585,2828,10.0,3.0,4.0,3.0,,3.0,,,,,,,
1175,Swain,America, United States,400,600,10.9,3.0,4.2,3.7,,5.0,,,,,,,
